Title,Year,Languages,Suggestion ID,Suggestions
Chandramukhi 2 (Telugu),2023,Telugu,81725766,"81683124, 81644300, 81754783, 81504461, 81678103, 81508702, 81637260, 81728124, 81639320, 81727155, 81671559, 81382265"
Mishan Impossible,2022,Telugu,81597037,"81217739, 81678103, 81052275, 81643804, 81462293, 81754783, 81258580, 81671559, 81346056, 81637260, 81177374, 81690671"
Boomika (Telugu),2021,Telugu,81496132,"81632775, 81754783, 81177444, 81151905, 81151878, 81496130, 81281412, 81504461, 81711449, 81346073, 81644920, 81052266"
Don,2022,"Kannada, Malayalam, Tamil, Telugu",81588444,"81337210, 81462293, 81642992, 81016196, 81615045, 81176205, 80190101, 81671561, 81678103, 81774155, 81582584, 81252029"
F3: Fun and Frustration,2022,Telugu,81177374,"81273583, 81512223, 81346056, 80203159, 81412247, 81252029, 81052275, 81643804, 81643752, 81093951, 81678103, 81671559"
Typewriter,2019,"English, Hindi",80996338,"81088083, 81061353, 81029150, 81061789, 81496130, 80245450, 81151880, 81267359, 70037493, 81644920, 81760372, 81243747"
GHOUL,2018,"German, English, Spanish, French, Hindi, Portuguese, Tamil, Telugu",80245450,"81061789, 81088083, 81061353, 80996338, 81029150, 70037493, 81496130, 81690671, 81034937, 81760372, 81151880, 81267359"
Honeymoon,2022,Punjabi,81630998,"81281426, 80204460, 81730408, 81641718, 70052249, 81387251, 81243747, 70278990, 81177241, 81318083, 81731618, 81350339"
Bhaji In Problem,2013,Punjabi,81281426,"81630998, 80204460, 81730408, 70052249, 70278990, 81177241, 81332225, 81641718, 81018377, 70185139, 81387251, 81318083"
Gippi,2013,Hindi,70276514,"81641718, 70181653, 70185139, 70139072, 80032081, 81672746, 70303428, 70123119, 70302193, 70139071, 81580846, 81730408"
Tribhuvan Mishra CA Topper,2024,"Unknown, Spanish, Hindi, Polish, Portuguese, Tamil, Telugu",81285617,"81690671, 81631011, 81730408, 81730920, 81249783, 81737430, 81269716, 81578306"
Sardar Ka Grandson,2021,"English, Spanish, Hindi, Portuguese",81177241,"80204460, 81730408, 81332225, 81281426, 81630998, 81387251, 81110816, 81200720, 81641718, 70303428, 81690671, 81116576"
Double XL,2022,Hindi,81641718,"70276514, 81350339, 81537953, 81672746, 81509545, 81387255, 81267360, 81116576, 81294132, 80993401, 81730408, 81690671"
Dasvi,2022,Hindi,81332225,"81641718, 81116576, 81350338, 81107576, 70185139, 81511260, 81730408, 81509545, 81350339, 81016193, 81294132, 81318083"
Kota Factory,2021,"English, Hindi, Tamil, Telugu",81249783,"81730920, 81690671, 81244362, 81318112, 81631011, 81615968, 81730408, 81760391, 81773534, 80220079, 81672746, 81683129"
Dange,2024,Hindi,81514146,"81760391, 81671559, 81711308, 81774155, 81773534, 80993401, 81615968, 81690671, 81631011, 81671215, 81698397, 81730920"
Miss Shetty Mr. Polishetty,2023,"Hindi, Kannada, Malayalam, Tamil, Telugu",81382265,"81682028, 81412247, 81719491, 81582585, 80203159, 81678103, 81740214, 81719490, 81486768, 81346056, 81273583, 81671559"
Virupaksha (Kannada),2023,Kannada,81699652,"81504461, 81754785, 81632777, 81699650, 81496130, 81644920, 81711453, 81683124, 81088083, 81699651, 81267359"
Virupaksha (Malayalam),2023,Malayalam,81699651,"81699650, 81504461, 81699652, 81644920, 81496130, 81683124, 81704206, 81088083, 81267359, 81754784, 81760372"
No One Killed Jessica,2011,Hindi,70139076,"70262614, 70139075, 80201175, 70111162, 70150437, 81037373, 81508378, 81210705, 70303432, 80164904, 70134537, 81154455"
Karthik Calling Karthik,2010,Hindi,70134537,"70139075, 70117268, 70114467, 70110883, 70262614, 70111162, 70113306, 70071832, 70123124, 81690671, 60021525, 80087743"
Laal Singh Chaddha,2022,"Unknown, Hindi, Tamil, Telugu, Unknown",81318083,"70303496, 81267360, 81280352, 81537953, 70262614, 81731618, 81641718, 81508378, 81350339, 81509545, 81243747, 80164778"
Bhaje Vaayu Vegam,2024,Telugu,81382266,"81690671, 81715677, 81730920, 81631011, 81504462, 81721164, 81637260, 81629411, 81602976, 81760391, 81727155, 81597747"
Anweshippin Kandethum,2024,"Hindi, Kannada, Malayalam, Tamil, Telugu",81602976,"81597698, 81613491, 81477034, 81652777, 81721164, 81676929, 81497215, 81690671, 81676305, 81774155, 81572875, 81609575"
Indian,1996,Tamil,27748788,"81690671, 81631011, 81914031, 81917391, 81917393, 81760391, 81285617, 81730920, 81199140, 81773534, 81698397, 81122198"
Aadujeevitham: The Goat Life,2024,Malayalam,81914031,"81917391, 81917393, 81917390, 81690671, 81285617, 27748788, 81730920, 81631011, 81760391, 81149450, 81016196, 81602976"
Thundu,2024,"Kannada, Malayalam, Tamil, Telugu",81707604,"81680655, 81572875, 81273582, 81497215, 81680667, 81571134, 81013200, 81508742, 81671559, 81588444, 81678103, 81354207"
Maamla Legal Hai,2024,"English, Hindi, Tamil, Telugu",81480217,"81572875, 81760391, 81731618, 81176968, 81690671, 81332225, 81602976, 81730408, 81511260, 81773534, 81672746, 81730920"
The Lift Boy,2020,English,81278142,"80059331, 81018239, 81206929, 70113305, 81176968, 81074367, 81026327, 81285942, 81004536, 70144560, 70170277, 70139542"
Thalaivii,2021,Hindi,81220676,"81243746, 81318084, 80015785, 81176968, 81037373, 70123124, 70063017, 81019031, 81292944, 81144147, 81732726, 81690671"
Ajeeb Daastaans,2021,"English, Spanish, Hindi, Portuguese, Tamil, Telugu",81206929,"80059331, 81018239, 81183494, 81278142, 81320770, 80991033, 70113305, 81285942, 81690671, 81116486, 81074367, 81004536"
Guilty,2020,"English, Spanish, Hindi, Portuguese",81116486,"81345983, 80202877, 81206929, 80099083, 81690671, 81176968, 81285942, 81107545, 81278142, 81183494, 81037373, 80991033"
Madam Chief Minister,2020,Hindi,81243746,"81220676, 81730920, 70123124, 70063017, 81176968, 80059331, 81154455, 81004536, 81773534, 80175334, 81278142, 81732726"
Bombay Begums,2021,"English, Hindi",81004536,"81206929, 81285942, 81176968, 81183494, 81018239, 81116486, 81278142, 81205388, 81690671, 81308413, 81243746, 70113305"
Dolly Kitty Aur Woh Chamakte Sitare,2020,"English, Hindi",81285942,"81018239, 81206929, 81176968, 81278142, 81116486, 81177238, 80059331, 81026327, 81113922, 81004536, 70113305, 81074367"
The White Tiger,2021,"English, Hindi, Tamil, Telugu",80202877,"81037373, 81116486, 81280352, 80201175, 80059331, 81690671, 81107576, 81205388, 81267360, 81305487, 81631011, 81476453"
Sajini Shinde Ka Viral Video,2023,Hindi,81572876,"81732726, 81252372, 81725616, 81725617, 81631011, 81773534, 81730353, 81436989, 81595555, 81688853, 81554104, 81713665"
Afwaah,2023,Hindi,81265959,"81554104, 81269716, 81634639, 81265958, 81595555, 81436989, 81690671, 81732726, 81572876, 81285617, 81039382, 81641720"
Three of Us,2023,Hindi,81730353,"81725616, 81572876, 81688853, 81732726, 81631011, 81730920, 81580846, 81725617, 81554104, 81760391, 81514143, 81740214"
Thambi,2019,Tamil,81176204,"81644301, 81278143, 81624793, 80190101, 81289660, 81412248, 81652777, 81281418, 81644302, 81508241, 81597751, 81597747"
Maamannan,2023,"Kannada, Malayalam, Tamil, Telugu",81597747,"81644302, 81624793, 81671561, 81337210, 81690671, 81588444, 81639319, 81697320, 81597751, 81508241, 81016196, 81508242"
CBI 5: The Brain,2022,"Hindi, Malayalam, Tamil, Telugu",81597698,"81602976, 81289660, 81555298, 81477034, 81676929, 81721164, 81436989, 81497215, 81327516, 81508718, 81609575, 81602972"
Forensic,2020,Malayalam,81289660,"81597698, 81652777, 81676929, 81359795, 81244075, 81076113, 81436989, 81593093, 81602972, 81039382, 81278143, 81602430"
Tegimpu (Telugu),2023,Telugu,81671558,"81644302, 81508702, 81672761, 81462293, 81671554, 81508708, 81639320, 81728124, 81509796, 81551307, 81427455, 81508705"
Iraivan (Telugu),2023,Telugu,81624800,"81624793, 81690269, 81508702, 81671558, 81597698, 81504462, 81728124, 81602430, 81639320, 81624808, 81713675, 81727155"
Thar,2022,"Unknown, Hindi, Tamil, Telugu",81225175,"81269716, 80997361, 81436989, 81076113, 81154455, 81423086, 81039382, 81514144, 70293703, 80164904, 81633804, 81320770"
Ginny Weds Sunny,2020,"English, Hindi",81294132,"81193796, 81320770, 80227304, 81131656, 70303428, 81110816, 80993401, 81016193, 81113918, 81350338, 81382263, 81641718"
Queen,2014,Hindi,80032081,"70111162, 80158042, 70303428, 80057585, 81267360, 70302193, 70202336, 81037373, 81537953, 70276515, 70123119, 80102019"
Pagglait,2021,"English, Hindi",81242571,"81131656, 81511260, 81113922, 81116576, 81016192, 80227304, 81294132, 81332225, 81107576, 81350338, 81086997, 70276514"
Ram Prasad Ki Tehrvi,2019,Hindi,81113922,"80059331, 81511260, 80165850, 81242571, 81278142, 81244362, 81116576, 81387256, 81285942, 81265958, 81259883, 81016193"
Meenakshi Sundareshwar,2021,"English, Hindi, Tamil, Telugu",81131656,"81294132, 81242571, 80227304, 81110816, 70303428, 80993401, 81537953, 81177238, 81641718, 81511260, 81320770, 81116576"
Motichoor Chaknachoor,2019,Hindi,81116576,"80199962, 81350338, 81016193, 81016192, 81332225, 81113919, 81294132, 81086997, 81113918, 81267360, 81641718, 81350339"
Kuttey,2023,Hindi,81508740,"81634639, 81511260, 81690671, 81265959, 81514149, 81265958, 81387252, 81285617, 81351700, 81252372, 81732726, 81631011"
Anjaan,2014,Tamil,80190101,"81016196, 81508241, 81508242, 81588444, 81337210, 81643842, 81176205, 81427795, 81690671, 81417659, 81644302, 81639319"
Annaatthe,2021,Tamil,81427795,"81509795, 81016196, 81508242, 81508241, 81337210, 80190101, 81644302, 81671561, 81509796, 81639319, 81508243, 81588444"
Etharkkum Thunindhavan,2022,Tamil,81508242,"81508717, 81427795, 81508243, 80190101, 81016196, 81337210, 81508241, 81644302, 81508708, 81671561, 81615045, 81508710"
Waltair Veerayya,2023,Telugu,81551307,"81597036, 81614454, 81671565, 81504462, 81605071, 81508241, 81631871, 81427455, 81252029, 81719492, 81727155, 81604816"
Jodhaa Akbar,2008,Hindi,70090035,"80104257, 80074065, 60021758, 81227047, 70063017, 60036750, 80204117, 70083535, 80203996, 81690671, 70303428, 70039405"
A Suitable Boy,2020,"Unknown, Spanish, Hindi, Italian, Portuguese",81308413,"81004536, 81206929, 81280352, 80220079, 81197473, 81690671, 81631011, 81760391, 81183494, 80202877, 81730920"
Qala,2022,"Unknown, Hindi, Tamil, Telugu",81423081,"81509545, 81641718, 81631011, 81690671, 81387255, 80059331, 81280352, 81580846, 81285617, 81122198, 80993401, 81760391"
Por,2024,Tamil,81711308,"81602976, 81774155, 81754779, 81637261, 81690671, 81514146, 81721164, 81588444, 81639319, 81615045, 81337210, 81753407"
Hi Nanna (Tamil),2023,Tamil,81753407,"81682028, 81740214, 81753408, 81637261, 81623886, 81728992, 81582584, 81486768, 81774155, 81642992, 81600221, 81588444"
Dear Zindagi,2016,Hindi,80158042,"80206847, 80102019, 70276515, 70202336, 80147949, 80087743, 80032081, 80057585, 70123119, 80078739, 70219526, 80091866"
Gatta Kusthi,2022,Tamil,81615045,"81615046, 81671561, 81588444, 81337210, 81016196, 81690671, 81497215, 81642992, 81508243, 81176205, 81508242, 81774155"
Love Today,2022,Tamil,81642992,"81642993, 81588444, 81642995, 81176205, 81337210, 81582584, 81615045, 81671561, 81638585, 81016196, 81690671, 81642994"
Pad Man,2018,Hindi,81016191,"80199962, 81267360, 80015785, 81318083, 80057278, 70303496, 80201175, 81116576, 81292944, 81631011, 81280352, 70295762"
Raajneeti,2010,Hindi,70123124,"70063017, 70303432, 70107499, 70293703, 81243746, 70303495, 70117268, 70111162, 70113306, 70047320, 70139075, 80087743"
Aranyak,2021,"English, Spanish, Hindi, Tamil, Telugu",81226180,"81076756, 81443393, 81732726, 81183491, 81225175, 80997361, 81154455, 81290872, 81173113, 80216058, 81436989, 81269716"
Jamtara - Sabka Number Ayega,2020,"Unknown, Hindi, Tamil, Telugu",81183491,"81076756, 80990815, 81173113, 80115328, 81290872, 81313531, 81281063, 81760391, 81773534, 81443393, 81690671, 81387256"
Kohrra,2023,"Unknown, Hindi, Punjabi, Tamil, Telugu",81443393,"81076756, 81281063, 81290872, 81595555, 81417638, 81436989, 81226180, 81511260, 81183491, 81554104, 81265959, 81631011"
Khakee: The Bihar Chapter,2022,"Unknown, Spanish, Hindi, Tamil, Telugu",81290872,"81076756, 81281063, 81183491, 81154455, 81443393, 80997361, 81226180, 81417638, 81711003, 81595555, 81436989, 81480217"
Mai,2022,"English, Hindi, Malayalam, Tamil, Telugu",80216058,"80201175, 81133092, 81076756, 81779693, 81173113, 80222951, 81224775, 81690671, 81183494, 81631011, 81225175, 81226180"
Sacred Games,2018,"English, Spanish, Hindi, Portuguese, Turkish",80115328,"80088678, 81269716, 81183491, 81076756, 81107576, 81086997, 81173113, 81183494, 81281063, 80088679, 81690671, 81154455"
CAT,2022,"Unknown, Spanish, Hindi, Punjabi, Portuguese",81281063,"81443393, 81200720, 81290872, 81076756, 80997361, 81264422, 81183491, 80225885, 81226180, 81773534, 80115328, 81690671"
Scoop,2023,"Unknown, Spanish, Hindi, Tamil, Telugu",81417638,"81600418, 81076756, 81265959, 81443393, 81595555, 81690671, 81224775, 81511260, 81265958, 81631011, 81290872, 81183491"
An Action Hero,2022,Hindi,81514149,"81387251, 81351700, 81436989, 81444027, 81154455, 81350339, 81633804, 81387252, 81554104, 81144150, 81332225, 81730408"
Chandigarh Kare Aashiqui,2021,Hindi,81323993,"81107545, 81113920, 81382264, 81350338, 81350340, 81350339, 80099083, 81177238, 81016193, 80170125, 80147949, 81113918"
Ek Villain Returns,2022,Hindi,81382262,"81214289, 80159955, 81189912, 80104648, 81144150, 70293703, 81436989, 81157385, 81423086, 81320770, 81633804, 80164904"
Ludo,2020,"English, Spanish, Hindi, Portuguese, Tamil, Telugu, Turkish",81107576,"80202877, 81332225, 81269716, 81116576, 80088678, 81016193, 81350338, 81444027, 80115328, 81690671, 81086997, 81242571"
Rang De Basanti,2006,Hindi,70047320,"60021525, 70063017, 70019491, 70001237, 70303496, 70113306, 70107499, 70115621, 70123124, 70303432, 81690671, 70276515"
"Swades: We, the People",2004,Hindi,70019491,"70115621, 70063017, 70047320, 17671454, 60036112, 70001237, 70000196, 70039405, 60021525, 60036735, 60000722, 80091866"
Guru,2007,Hindi,70063017,"70123124, 70113306, 70090035, 70047320, 70019491, 70115621, 70001564, 81690671, 70107499, 17671454, 81243746, 70303432"
Paan Singh Tomar,2010,Hindi,70123126,"80165852, 70115621, 80059331, 81019031, 70303432, 70254346, 70107499, 70047320, 70139542, 70084775, 80088678, 70123124"
Masaan,2015,Hindi,80059331,"70113305, 81278142, 70303432, 70139542, 81206929, 70071832, 81018239, 81690671, 80165852, 81631011, 81285942, 81285617"
7 Khoon Maaf,2011,Hindi,70139075,"70139076, 70134537, 70111162, 70123124, 70262614, 70303432, 70113306, 70117268, 70071832, 70113305, 81690671, 81112446"
Kaminey,2009,Hindi,70117268,"70123124, 70134537, 70303432, 70139075, 81690671, 80175623, 70113305, 70113306, 81285617, 81107545, 70293703, 70107499"
Gangs of Wasseypur: Part 1,2012,Hindi,80088678,"80088679, 80115328, 81690671, 81760391, 80990815, 81730920, 81773534, 80059331, 81631011, 70303432, 70123126, 81285617"
The Railway Men - The Untold Story Of Bhopal 1984,2023,"English, Spanish, Hindi, Portuguese, Tamil, Telugu",81711003,"81471784, 81722145, 81639323, 81773534, 81760372, 81314368, 81690671, 81144147, 81572876, 81252372, 81725617, 81732726"
Dhak Dhak,2023,Hindi,81725617,"81572876, 81471784, 81631011, 81514143, 81730920, 81688853, 81725616, 81641718, 81684257, 81773534, 81730353, 81732726"
Dobaaraa,2022,Hindi,81210705,"70139076, 80164904, 81444027, 81318084, 81595555, 81269716, 70262614, 81641718, 81305487, 81730920, 81252372, 81760391"
The Sky Is Pink,2019,Hindi,81037373,"70150437, 80158042, 80015785, 80202877, 80032081, 70111162, 80057585, 81205388, 81267360, 81292944, 81220676, 80087743"
Skater Girl,2021,"Arabic, Czech, Danish, German, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Croatian, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Russian, Swedish, Tamil, Telugu, Thai, Turkish, Vietnamese, Chinese",81283585,"70019491, 81011712, 81002412, 80179190, 81024153, 80994878, 81005150, 80241136"
Radhe Shyam (Hindi),2022,Hindi,81382264,"81323993, 81350340, 81582585, 81107545, 81252029, 80204117, 81595543, 81671215, 80203996, 81177238, 81476453, 81690671"
Torbaaz,2020,"English, Hindi, Tamil, Telugu",81264422,"81200720, 80225885, 81225175, 70293703, 80997361, 70303495, 81351700, 81690671, 81387252, 81732726, 81281063, 81773534"
Badhaai Do,2022,Hindi,81350338,"81116576, 81016193, 81323993, 81350339, 81332225, 81294132, 81267360, 81267359, 81113918, 81107576, 81076749, 80199962"
Doctor G,2022,Hindi,81350339,"81641718, 81323993, 81016193, 81350338, 81509545, 81537953, 81332225, 81294132, 81687159, 81116576, 81267360, 80993401"
Bypass Road,2019,Hindi,81244769,"81387257, 81039382, 81244075, 70181734, 80990815, 81641720, 81151880, 81076113, 81423086, 81514144, 81225175, 81634639"
Wild Dog,2020,Telugu,81427455,"81648103, 81614454, 81444683, 81602430, 81597036, 81551307, 81444685, 81504462, 81408626, 81508241, 81242575, 81157385"
The Ghost,2022,Telugu,81614454,"81648103, 81646772, 81427455, 81551307, 81597036, 81602430, 81504462, 81508241, 81408626, 81652825, 81604816, 81631871"
Dasara,2023,Telugu,81604816,"81680653, 81604819, 81551307, 81690183, 81727155, 81252029, 81597036, 81486768, 81508702, 81690671, 81637260, 81605071"
Major (Malayalam),2022,Malayalam,81477014,"81242574, 81242575, 81259350, 81444684, 81332317, 81477034, 81613491, 81690671, 81753408, 81754780, 81597698, 81571134"
Dhh,2017,Gujarati,81281461,"81107547, 70139072, 80115686, 81283585, 81690671, 81278142, 81654978, 81281527, 70139542, 81285617, 70084775, 70254346"
Dhanak,2015,Hindi,80115686,"81107547, 70139072, 81283585, 81281461, 81654978, 81690671, 70185139, 70276514, 81123050, 81730408, 81016191, 81631011"
Billu,2009,Hindi,70115621,"70019491, 70063017, 70123126, 70039405, 60036112, 70084775, 70000196, 70047320, 70052249, 70083535, 60036750, 80156935"
Barfi!,2012,Hindi,70219525,"80104130, 70123119, 80087743, 70276515, 80032081, 70302193, 80147949, 80158042, 70202336, 81016193, 70083535, 80170125"
Udaan,2010,Hindi,70139542,"80059331, 70254346, 81278142, 70113305, 70047320, 70123126, 70071832, 70113306, 70115621, 70303432, 81690671, 81107547"
Hasee Toh Phasee,2014,Hindi,70302193,"70139071, 80102019, 70303428, 70123119, 70181653, 70219526, 80170125, 80057585, 80078739, 80073188, 80087743, 70276515"
Chandramukhi 2,2023,Tamil,81644300,"81683124, 81725766, 81704206, 81639319, 81508241, 81728125, 81644302, 81615045, 81427795, 81337210, 81016196, 81588444"
Hum Aapke Hain Koun,1994,Hindi,60035870,"80074065, 60036750, 60036752, 70000196, 70083535, 60036735, 70090035, 70052249, 60036112, 80091866, 17671454, 70057651"
Dil Dhadakne Do,2015,Hindi,80057585,"70202336, 70276515, 80102019, 70302193, 70219526, 70123119, 80158042, 70303428, 80147949, 60021525, 80032081, 80087743"
